Date/Time,W/m^2
 01/01  01:00:00,-1.265590880455412
 01/01  02:00:00,-2.487197455015567
 01/01  03:00:00,-3.570424510409213
 01/01  04:00:00,-3.3023892592291526
 01/01  05:00:00,-4.209677699542359
 01/01  06:00:00,-4.715366896785887
 01/01  07:00:00,-7.228716235891559
 01/01  08:00:00,-7.911654958808873
 01/01  09:00:00,-7.185305198672157
 01/01  10:00:00,-4.73556286670819
 01/01  11:00:00,-4.500441571391689
 01/01  12:00:00,-2.177864263939753
 01/01  13:00:00,-1.288419837549152
 01/01  14:00:00,-1.2151446635795662
 01/01  15:00:00,-0.2699960250688769
 01/01  16:00:00,-1.3309761047847344
 01/01  17:00:00,-1.376038062758052
 01/01  18:00:00,-3.404757451932091
 01/01  19:00:00,-4.056284997866724
 01/01  20:00:00,-3.5543542673781467
 01/01  21:00:00,-4.18935682710062
 01/01  22:00:00,-2.7698944458033257
 01/01  23:00:00,-2.9187707861351284
 01/01  24:00:00,-2.3577355892287613
 01/02  01:00:00,-2.036852962387562
 01/02  02:00:00,-1.2819490611901305
 01/02  03:00:00,-2.0002494444247927
 01/02  04:00:00,-1.7063598133646343
 01/02  05:00:00,-1.5613724574990122
 01/02  06:00:00,-3.0273908319059126
 01/02  07:00:00,-6.491742133452
 01/02  08:00:00,-6.379076025778089
 01/02  09:00:00,-5.629557365979121
 01/02  10:00:00,-3.94793806730645
 01/02  11:00:00,-2.77079928184156
 01/02  12:00:00,-1.8001242524258732
 01/02  13:00:00,-0.875137364133308
 01/02  14:00:00,-0.016261959025072326
 01/02  15:00:00,0.10918207931450752
 01/02  16:00:00,-0.36245837941746184
 01/02  17:00:00,-1.9006453616948777
 01/02  18:00:00,-2.6903353068993128
 01/02  19:00:00,-3.9226650138991097
 01/02  20:00:00,-3.478717388205829
 01/02  21:00:00,-3.580911245235598
 01/02  22:00:00,-2.8730177557082097
 01/02  23:00:00,-3.178540997482519
 01/02  24:00:00,-2.264668394501472
