Date/Time,W/m^2
 01/01  01:00:00,-1.8422836531335172
 01/01  02:00:00,-2.3424932265759066
 01/01  03:00:00,-2.788058638731852
 01/01  04:00:00,-2.1564706492554935
 01/01  05:00:00,-3.0882160434556014
 01/01  06:00:00,-3.562388006664655
 01/01  07:00:00,-5.843153357801982
 01/01  08:00:00,-6.693214141462382
 01/01  09:00:00,-6.9868358703986795
 01/01  10:00:00,-5.0672619103364696
 01/01  11:00:00,-5.463377123686774
 01/01  12:00:00,-3.643399217170879
 01/01  13:00:00,-3.0245755435826074
 01/01  14:00:00,-3.6481361657043996
 01/01  15:00:00,-3.0264643745941537
 01/01  16:00:00,-4.028734054126086
 01/01  17:00:00,-3.424528488269615
 01/01  18:00:00,-5.52628657948492
 01/01  19:00:00,-5.099498221421716
 01/01  20:00:00,-4.390974220848646
 01/01  21:00:00,-5.144613733915994
 01/01  22:00:00,-4.038250404928211
 01/01  23:00:00,-3.6932609619511236
 01/01  24:00:00,-3.419897517525907
 01/02  01:00:00,-3.183507516752435
 01/02  02:00:00,-1.9819810267204205
 01/02  03:00:00,-3.2982175014690895
 01/02  04:00:00,-2.0374590288382874
 01/02  05:00:00,-2.2192724403810313
 01/02  06:00:00,-3.4349559571891612
 01/02  07:00:00,-6.738246450211433
 01/02  08:00:00,-6.555179173527756
 01/02  09:00:00,-6.425551567313294
 01/02  10:00:00,-4.709841614983905
 01/02  11:00:00,-4.264869372395871
 01/02  12:00:00,-3.4355794202359804
 01/02  13:00:00,-3.1791647168196975
 01/02  14:00:00,-3.0853974766312118
 01/02  15:00:00,-2.1331611241759543
 01/02  16:00:00,-2.6388888209765073
 01/02  17:00:00,-3.442571811284788
 01/02  18:00:00,-3.810236710675241
 01/02  19:00:00,-5.041499392774877
 01/02  20:00:00,-4.374204513703434
 01/02  21:00:00,-4.8239032355704055
 01/02  22:00:00,-3.2713121631710194
 01/02  23:00:00,-4.0488997308349095
 01/02  24:00:00,-2.836914216216309
 01/03  01:00:00,-2.8885411046236698
 01/03  02:00:00,-2.0490682301301355
 01/03  03:00:00,-2.092391686725944
 01/03  04:00:00,-3.0376242532018156
 01/03  05:00:00,-2.407964126666756
 01/03  06:00:00,-3.964243583027757
 01/03  07:00:00,-7.03952063033622
 01/03  08:00:00,-7.4558022060576485
 01/03  09:00:00,-7.431985940946499
 01/03  10:00:00,-5.888743955465279
 01/03  11:00:00,-5.442555422527196
 01/03  12:00:00,-4.721794561603607
 01/03  13:00:00,-4.7278876773856915
 01/03  14:00:00,-3.8124369367172344
 01/03  15:00:00,-4.398258884315058
 01/03  16:00:00,-3.938678792230374
 01/03  17:00:00,-4.554187108471927
 01/03  18:00:00,-4.824738969854358
 01/03  19:00:00,-6.048998803631174
 01/03  20:00:00,-5.022075138206925
 01/03  21:00:00,-4.795442252027951
 01/03  22:00:00,-4.46967335810904
 01/03  23:00:00,-4.818158091563284
 01/03  24:00:00,-3.727070652166476
 01/04  01:00:00,-3.336595365867247
 01/04  02:00:00,-2.6323972958723583
 01/04  03:00:00,-2.725452689812654
 01/04  04:00:00,-3.600997435629874
 01/04  05:00:00,-2.6541597165047124
 01/04  06:00:00,-4.1269207471875236
 01/04  07:00:00,-7.370167982342096
 01/04  08:00:00,-7.167010694773135
 01/04  09:00:00,-6.119778917308786
 01/04  10:00:00,-6.166678168392758
 01/04  11:00:00,-5.199367287333188
 01/04  12:00:00,-4.907949263176764
 01/04  13:00:00,-4.284974955847535
 01/04  14:00:00,-3.3418823655456733
 01/04  15:00:00,-4.337966292455681
 01/04  16:00:00,-2.939144762506955
 01/04  17:00:00,-3.7964809010123854
 01/04  18:00:00,-3.9810854406530134
 01/04  19:00:00,-5.234751093572052
 01/04  20:00:00,-4.3439238115252445
 01/04  21:00:00,-4.0741809443096155
 01/04  22:00:00,-3.967436596644841
 01/04  23:00:00,-4.181274488196066
