Date/Time,W/m^2
 01/01  01:00:00,-3.2250995219848995
 01/01  02:00:00,-3.9453052999029623
 01/01  03:00:00,-4.583142335838314
 01/01  04:00:00,-3.6414681637237782
 01/01  05:00:00,-4.747102321130908
 01/01  06:00:00,-5.75998518695163
 01/01  07:00:00,-8.116004386708807
 01/01  08:00:00,-8.77233324268206
 01/01  09:00:00,-8.11441779923167
 01/01  10:00:00,-5.312141835286268
 01/01  11:00:00,-5.263608804494629
 01/01  12:00:00,-3.519032463481431
 01/01  13:00:00,-2.380920230142373
 01/01  14:00:00,-2.6721591192087377
 01/01  15:00:00,-1.3888382470057532
 01/01  16:00:00,-2.47103403043263
 01/01  17:00:00,-2.316503368971035
 01/01  18:00:00,-4.5844556147063535
 01/01  19:00:00,-4.932491487275958
 01/01  20:00:00,-4.71138169062095
 01/01  21:00:00,-5.348681846391856
 01/01  22:00:00,-4.383932019987496
 01/01  23:00:00,-4.529711030287081
 01/01  24:00:00,-4.469024537854223
 01/02  01:00:00,-4.405700526284976
 01/02  02:00:00,-3.727869444894652
 01/02  03:00:00,-5.185981834052941
 01/02  04:00:00,-4.210211840595656
 01/02  05:00:00,-4.337512158668501
 01/02  06:00:00,-5.580940517728406
 01/02  07:00:00,-9.119560626904212
 01/02  08:00:00,-9.265582728783349
 01/02  09:00:00,-8.750628376287048
 01/02  10:00:00,-6.4239877401926915
 01/02  11:00:00,-5.885476328434101
 01/02  12:00:00,-4.686269214155362
 01/02  13:00:00,-4.015763253445764
 01/02  14:00:00,-3.4427869653079686
 01/02  15:00:00,-3.0526930461425907
 01/02  16:00:00,-3.2477695803651243
 01/02  17:00:00,-3.443057981132236
 01/02  18:00:00,-4.261205857724675
 01/02  19:00:00,-5.406665299691671
 01/02  20:00:00,-4.4249039374142365
 01/02  21:00:00,-5.059325593150625
 01/02  22:00:00,-4.063169296821652
 01/02  23:00:00,-4.707437381203933
 01/02  24:00:00,-3.804274248933532
 01/03  01:00:00,-3.999373941046132
 01/03  02:00:00,-3.219482894793903
 01/03  03:00:00,-4.001332391053189
 01/03  04:00:00,-3.8237203293184625
 01/03  05:00:00,-3.645903797268241
 01/03  06:00:00,-4.7778036791734415
 01/03  07:00:00,-7.7488382027004805
 01/03  08:00:00,-7.802716120948425
 01/03  09:00:00,-7.148689683710121
 01/03  10:00:00,-5.471651098791339
 01/03  11:00:00,-4.476314243077389
 01/03  12:00:00,-3.5729812918813737
 01/03  13:00:00,-3.3911991309900396
 01/03  14:00:00,-2.5834033746238756
 01/03  15:00:00,-2.9254242310482113
 01/03  16:00:00,-2.5730915091256232
 01/03  17:00:00,-3.348154639794349
 01/03  18:00:00,-3.8185145002122867
 01/03  19:00:00,-4.9175868054551355
 01/03  20:00:00,-4.021619443342345
 01/03  21:00:00,-3.899574828909926
 01/03  22:00:00,-3.6674392028945038
 01/03  23:00:00,-4.005080392231818
 01/03  24:00:00,-2.8298276834771636
 01/04  01:00:00,-2.2432294957621663
 01/04  02:00:00,-2.104858449093512
 01/04  03:00:00,-2.097660596479878
 01/04  04:00:00,-2.809696469254065
 01/04  05:00:00,-1.9342825265568875
 01/04  06:00:00,-3.5956910355065705
 01/04  07:00:00,-6.815842904986422
 01/04  08:00:00,-6.972301070582637
 01/04  09:00:00,-6.0971689414825585
 01/04  10:00:00,-5.709414554270193
 01/04  11:00:00,-4.706787901223894
 01/04  12:00:00,-4.085687599906057
 01/04  13:00:00,-4.003332587431205
 01/04  14:00:00,-3.3385209430478078
 01/04  15:00:00,-3.9345774941051967
 01/04  16:00:00,-3.5617340428652398
 01/04  17:00:00,-4.159659814495799
 01/04  18:00:00,-4.429957236354628
 01/04  19:00:00,-5.319961827457606
 01/04  20:00:00,-4.45244570236981
 01/04  21:00:00,-4.146377150044162
 01/04  22:00:00,-3.806292420239182
 01/04  23:00:00,-3.9892409917206306
 01/04  24:00:00,-2.8035324478328256
 01/05  01:00:00,-1.5850142766194586
 01/05  02:00:00,-2.1500769619831304
 01/05  03:00:00,-1.491078868373714
 01/05  04:00:00,-1.9921670030044667
 01/05  05:00:00,-1.845444781231854
 01/05  06:00:00,-2.550224642581994
 01/05  07:00:00,-5.762283157066997
 01/05  08:00:00,-5.746264301186405
 01/05  09:00:00,-5.618989920785211
 01/05  10:00:00,-5.300415986747685
 01/05  11:00:00,-4.022519913203646
 01/05  12:00:00,-3.856863379600532
 01/05  13:00:00,-3.482576963306109
 01/05  14:00:00,-2.5765849354857155
 01/05  15:00:00,-2.7974369145883924
 01/05  16:00:00,-2.7859773210521244
 01/05  17:00:00,-3.236550096677061
 01/05  18:00:00,-3.7174333792755743
 01/05  19:00:00,-3.9821404432627063
 01/05  20:00:00,-4.423237055565004
 01/05  21:00:00,-3.538935326375858
 01/05  22:00:00,-3.3316416201141923
 01/05  23:00:00,-2.933906616676868
 01/05  24:00:00,-2.093083998349565
 01/06  01:00:00,-0.8358788678487291
 01/06  02:00:00,-2.0188453459181277
 01/06  03:00:00,-1.0080072202657944
 01/06  04:00:00,-1.3066577957972734
 01/06  05:00:00,-1.879969732980097
 01/06  06:00:00,-2.49075785258207
 01/06  07:00:00,-5.2729696533775945
 01/06  08:00:00,-5.26416961257871
 01/06  09:00:00,-5.3956743538025815
 01/06  10:00:00,-4.778278961775343
 01/06  11:00:00,-3.9016948281088113
 01/06  12:00:00,-3.2116487524120507
 01/06  13:00:00,-1.8814867700983025
 01/06  14:00:00,-1.9618861373790586
 01/06  15:00:00,-1.0302783175910994
 01/06  16:00:00,-1.7059264020848675
 01/06  17:00:00,-1.9238592566328423
 01/06  18:00:00,-3.150618069430728
 01/06  19:00:00,-3.3351961711376923
 01/06  20:00:00,-3.8166359251532356
 01/06  21:00:00,-3.345548227558
 01/06  22:00:00,-2.8273747680058436
 01/06  23:00:00,-2.3962481444869668
 01/06  24:00:00,-1.9017987392781204
 01/07  01:00:00,-1.1968922000671596
 01/07  02:00:00,-1.0119511920370512
 01/07  03:00:00,-1.162017612089296
 01/07  04:00:00,-0.7498864302553248
 01/07  05:00:00,-1.5032279708314142
 01/07  06:00:00,-2.3829101686780048
 01/07  07:00:00,-5.20955412393848
 01/07  08:00:00,-5.914923528933633
 01/07  09:00:00,-5.808829157432697
 01/07  10:00:00,-4.529474154252615
 01/07  11:00:00,-4.277103407975226
 01/07  12:00:00,-3.0402999872079146
 01/07  13:00:00,-2.3218299815645578
 01/07  14:00:00,-2.4760161389435003
 01/07  15:00:00,-1.8321591604546381
 01/07  16:00:00,-2.424279496345381
 01/07  17:00:00,-2.579902771052662
 01/07  18:00:00,-3.2847288489680917
 01/07  19:00:00,-3.5755113217590044
 01/07  20:00:00,-3.7379218191463837
 01/07  21:00:00,-3.3389475288912527
 01/07  22:00:00,-2.9814402804863196
 01/07  23:00:00,-2.41502998647753
 01/07  24:00:00,-1.7665153063571577
 01/08  01:00:00,-0.9556914434146905
 01/08  02:00:00,-0.47195970485584915
 01/08  03:00:00,-0.8964270186690777
 01/08  04:00:00,-1.0150034785353659
 01/08  05:00:00,-1.2263026724956676
 01/08  06:00:00,-2.4229724280315477
 01/08  07:00:00,-4.867934951814076
 01/08  08:00:00,-5.687985769211697
 01/08  09:00:00,-5.102143034381751
 01/08  10:00:00,-3.9595987729406743
 01/08  11:00:00,-3.9060504806950918
 01/08  12:00:00,-2.951140047523119
 01/08  13:00:00,-2.4942244986156106
 01/08  14:00:00,-2.4426668811718972
 01/08  15:00:00,-2.058603340063757
 01/08  16:00:00,-2.105906602091426
 01/08  17:00:00,-1.9722961597656021
 01/08  18:00:00,-3.3462018782691074
 01/08  19:00:00,-3.8705543697672598
 01/08  20:00:00,-3.7460613267751026
 01/08  21:00:00,-3.5848450299830703
 01/08  22:00:00,-3.0347104703855203
 01/08  23:00:00,-3.2656780778673022
 01/08  24:00:00,-2.6048155683577927
 01/09  01:00:00,-2.050644381243873
 01/09  02:00:00,-1.5797061936688919
 01/09  03:00:00,-2.5393188035570544
 01/09  04:00:00,-2.5602932227688293
 01/09  05:00:00,-2.8626029935199524
 01/09  06:00:00,-4.069173684105293
 01/09  07:00:00,-7.135284843053219
 01/09  08:00:00,-7.133101102353098
 01/09  09:00:00,-6.522893296712981
 01/09  10:00:00,-4.383795533652041
 01/09  11:00:00,-4.305079139586755
 01/09  12:00:00,-3.4602985462402898
 01/09  13:00:00,-2.9070817852865827
 01/09  14:00:00,-2.1459088654368212
 01/09  15:00:00,-1.848870142851764
 01/09  16:00:00,-2.253830033897275
 01/09  17:00:00,-2.6935165611796372
 01/09  18:00:00,-3.410723930156576
 01/09  19:00:00,-4.13223066418208
 01/09  20:00:00,-3.778033359972152
 01/09  21:00:00,-3.954118165639993
 01/09  22:00:00,-3.535645399260028
 01/09  23:00:00,-3.419483897386668
 01/09  24:00:00,-2.787184177995217
 01/10  01:00:00,-2.9409280828733455
 01/10  02:00:00,-2.7552141005136686
 01/10  03:00:00,-2.8501887580777905
 01/10  04:00:00,-3.191336942918335
 01/10  05:00:00,-3.3713404812108223
 01/10  06:00:00,-4.377241120983026
 01/10  07:00:00,-7.675726886167817
 01/10  08:00:00,-7.9109328696946895
 01/10  09:00:00,-6.775138843513874
 01/10  10:00:00,-5.334166827986123
 01/10  11:00:00,-4.387054936430836
 01/10  12:00:00,-3.3373980270411714
 01/10  13:00:00,-2.993734152508245
 01/10  14:00:00,-2.4715482039611345
 01/10  15:00:00,-2.1587090637813984
 01/10  16:00:00,-2.4559721243058092
 01/10  17:00:00,-2.8089762849089763
 01/10  18:00:00,-3.632688540111265
 01/10  19:00:00,-4.361712499820188
 01/10  20:00:00,-4.038988894850697
 01/10  21:00:00,-4.27528553359268
 01/10  22:00:00,-3.798449273314719
 01/10  23:00:00,-3.8138497357638617
 01/10  24:00:00,-3.1997698964501557
 01/11  01:00:00,-3.0281468589481406
 01/11  02:00:00,-2.500612379446005
 01/11  03:00:00,-3.0268879521555054
 01/11  04:00:00,-3.1296965975392927
 01/11  05:00:00,-3.1764553330610075
 01/11  06:00:00,-3.7469237980448007
 01/11  07:00:00,-6.968233257428625
 01/11  08:00:00,-7.119359276986785
 01/11  09:00:00,-7.030908812120266
 01/11  10:00:00,-6.2541939980319405
 01/11  11:00:00,-5.122175556453922
 01/11  12:00:00,-3.3709539680746228
 01/11  13:00:00,-2.5656299440733044
 01/11  14:00:00,-1.7815441310023403
 01/11  15:00:00,-1.4605586659397547
 01/11  16:00:00,-1.6096573590567709
 01/11  17:00:00,-2.458336842763247
 01/11  18:00:00,-3.308166597772442
 01/11  19:00:00,-4.097017435305931
 01/11  20:00:00,-4.14346162340361
 01/11  21:00:00,-4.1091692037195555
 01/11  22:00:00,-3.1638839821620213
 01/11  23:00:00,-3.9632591048218244
 01/11  24:00:00,-3.4113621762442152
 01/12  01:00:00,-3.0704697971255155
 01/12  02:00:00,-3.160365163070697
 01/12  03:00:00,-3.238246371094916
 01/12  04:00:00,-3.369298756091886
 01/12  05:00:00,-3.09846128756525
 01/12  06:00:00,-4.638663659127199
 01/12  07:00:00,-7.8845023607541975
 01/12  08:00:00,-8.010142063115165
 01/12  09:00:00,-6.688622282845211
 01/12  10:00:00,-4.811674530276618
 01/12  11:00:00,-3.618203108840367
 01/12  12:00:00,-2.9236261261727226
 01/12  13:00:00,-1.718751641639852
 01/12  14:00:00,-0.45261097600998434
 01/12  15:00:00,-0.7314633504156662
 01/12  16:00:00,-0.573555211222641
 01/12  17:00:00,-1.5918724648443219
 01/12  18:00:00,-2.646068664709048
 01/12  19:00:00,-3.661099091175542
 01/12  20:00:00,-3.001819820252899
 01/12  21:00:00,-3.273786566782254
 01/12  22:00:00,-3.30666121357874
 01/12  23:00:00,-3.2614857031242037
 01/12  24:00:00,-2.2282947579354886
 01/13  01:00:00,-2.5334646851118876
 01/13  02:00:00,-2.4923063025480774
 01/13  03:00:00,-2.2650811864131204
 01/13  04:00:00,-2.5687912141288383
 01/13  05:00:00,-2.4909411128885006
 01/13  06:00:00,-3.944811525146298
 01/13  07:00:00,-7.066457530131054
 01/13  08:00:00,-6.664042896087918
 01/13  09:00:00,-6.139194212005908
 01/13  10:00:00,-4.463626251068728
 01/13  11:00:00,-3.5722569220753835
 01/13  12:00:00,-2.420763992027261
 01/13  13:00:00,-1.6441010556546456
 01/13  14:00:00,-0.9472858075714246
 01/13  15:00:00,-1.4069237796977356
 01/13  16:00:00,-1.2919030995777259
 01/13  17:00:00,-2.1250777007856043
 01/13  18:00:00,-3.1454768581883634
 01/13  19:00:00,-4.14404550009127
 01/13  20:00:00,-3.31233286228671
 01/13  21:00:00,-3.3029059787250716
 01/13  22:00:00,-3.1051082016093896
 01/13  23:00:00,-3.267523228544822
 01/13  24:00:00,-2.359116750999756
 01/14  01:00:00,-1.6623697211571524
 01/14  02:00:00,-1.8836380870344103
 01/14  03:00:00,-2.0881883940788177
 01/14  04:00:00,-2.564020826837058
 01/14  05:00:00,-2.4773627544441754
 01/14  06:00:00,-3.5471780309479697
 01/14  07:00:00,-6.899850632565594
 01/14  08:00:00,-7.013843302750087
 01/14  09:00:00,-6.443431477890259
 01/14  10:00:00,-5.118378045752789
 01/14  11:00:00,-4.5002869135490355
 01/14  12:00:00,-3.9213155489026366
 01/14  13:00:00,-2.434012152225668
 01/14  14:00:00,-1.0534822118798495
 01/14  15:00:00,-1.1627780816259778
 01/14  16:00:00,-1.8220661802683997
 01/14  17:00:00,-2.489199585037075
 01/14  18:00:00,-3.182212063810682
 01/14  19:00:00,-3.9241652309971453
 01/14  20:00:00,-3.221987117381552
 01/14  21:00:00,-2.661383353449644
 01/14  22:00:00,-2.88850507097198
 01/14  23:00:00,-3.0502331577510193
 01/14  24:00:00,-1.9680592398033132
 01/15  01:00:00,-1.5587996017449874
 01/15  02:00:00,-1.7495559044288997
 01/15  03:00:00,-1.9012327898697665
 01/15  04:00:00,-2.4720752952855922
 01/15  05:00:00,-2.6593303866813907
 01/15  06:00:00,-3.2942970039964186
 01/15  07:00:00,-6.515666385037241
 01/15  08:00:00,-6.612577819487193
 01/15  09:00:00,-5.83202578798461
 01/15  10:00:00,-4.2590806177158065
 01/15  11:00:00,-2.792108956312208
 01/15  12:00:00,-1.4836558413351832
 01/15  13:00:00,-0.7758433032177332
 01/15  14:00:00,-2.388637204121263
 01/15  15:00:00,-2.430814954557361
 01/15  16:00:00,-2.3881593387677422
 01/15  17:00:00,-2.915880592230212
 01/15  18:00:00,-2.870486081845527
 01/15  19:00:00,-2.5444179422816466
 01/15  20:00:00,-2.196425876325332
 01/15  21:00:00,-2.4835902438610358
 01/15  22:00:00,-2.3526326206629493
 01/15  23:00:00,-2.0422643746017917
 01/15  24:00:00,-1.1842470623803867
 01/16  01:00:00,-0.9490365684426725
 01/16  02:00:00,-0.6812172762479849
 01/16  03:00:00,-0.7880852324877055
 01/16  04:00:00,-0.9855126605889266
 01/16  05:00:00,-1.1376046295392372
 01/16  06:00:00,-2.3749297431698357
 01/16  07:00:00,-5.742861650443707
 01/16  08:00:00,-5.66446499507483
 01/16  09:00:00,-4.809941448388368
 01/16  10:00:00,-3.3377128985633586
 01/16  11:00:00,-1.5274887616775925
 01/16  12:00:00,-0.3582793980496226
 01/16  13:00:00,0.7485415312755697
 01/16  14:00:00,1.607194010636201
 01/16  15:00:00,1.4606537097635583
 01/16  16:00:00,0.8344419385563948
 01/16  17:00:00,-0.18644079303511862
 01/16  18:00:00,-1.2366478448519507
 01/16  19:00:00,-2.283887664058938
 01/16  20:00:00,-2.2602443838015387
 01/16  21:00:00,-2.001396067799903
 01/16  22:00:00,-1.6683243276319455
 01/16  23:00:00,-1.9916055834423028
 01/16  24:00:00,-1.0873870248289808
 01/17  01:00:00,-0.537001350081094
 01/17  02:00:00,-1.1840223860425059
 01/17  03:00:00,-0.979872460424283
 01/17  04:00:00,-1.7354425667787552
 01/17  05:00:00,-1.3978907611053026
 01/17  06:00:00,-2.642673515307634
 01/17  07:00:00,-5.938170212254372
 01/17  08:00:00,-5.843653478562305
 01/17  09:00:00,-4.877279314508721
 01/17  10:00:00,-4.048020978052854
 01/17  11:00:00,-2.1279080677929985
 01/17  12:00:00,-0.7181479486827831
 01/17  13:00:00,0.6936499238511971
 01/17  14:00:00,2.077902162825653
 01/17  15:00:00,2.1140308709546414
 01/17  16:00:00,1.2392843359030374
 01/17  17:00:00,-0.04901726897057168
 01/17  18:00:00,-1.4223095190348767
 01/17  19:00:00,-2.6063735143093423
 01/17  20:00:00,-3.001499531700981
 01/17  21:00:00,-2.755710675386433
 01/17  22:00:00,-2.531790533752274
 01/17  23:00:00,-2.8701990363956833
 01/17  24:00:00,-1.8944311100223317
 01/18  01:00:00,-1.3387780775071048
 01/18  02:00:00,-2.6129295325296846
 01/18  03:00:00,-2.2317399700574017
 01/18  04:00:00,-2.4447030988107508
 01/18  05:00:00,-2.894045925972402
 01/18  06:00:00,-4.063203302376236
 01/18  07:00:00,-6.9458132233351675
 01/18  08:00:00,-6.839099960463825
 01/18  09:00:00,-5.868382655840034
 01/18  10:00:00,-4.138998744292379
 01/18  11:00:00,-2.9384453949890754
 01/18  12:00:00,-1.822688222143969
 01/18  13:00:00,-0.8384408398164207
 01/18  14:00:00,0.06656646647640052
 01/18  15:00:00,0.17908344985675395
 01/18  16:00:00,0.40908408723623424
 01/18  17:00:00,-0.9121828780827754
 01/18  18:00:00,-1.973871437644301
 01/18  19:00:00,-3.0893977056089446
 01/18  20:00:00,-2.6907040780929976
 01/18  21:00:00,-2.8339820278759946
 01/18  22:00:00,-2.818412550641677
 01/18  23:00:00,-3.0739246385551473
 01/18  24:00:00,-2.208469918480194
 01/19  01:00:00,-1.582094405753437
 01/19  02:00:00,-1.8562803296914967
 01/19  03:00:00,-1.4985448253925422
 01/19  04:00:00,-1.6710209232020707
 01/19  05:00:00,-1.9152336845784435
 01/19  06:00:00,-2.8462647875799445
