Date/Time,W/m^2
 01/01  01:00:00,-3.6276923793460853
 01/01  02:00:00,-3.64865948758915
 01/01  03:00:00,-4.501156377220963
 01/01  04:00:00,-4.50907500292527
 01/01  05:00:00,-5.363987774234062
 01/01  06:00:00,-6.066963249518649
 01/01  07:00:00,-8.391804724052017
 01/01  08:00:00,-8.68054458736165
 01/01  09:00:00,-7.891849596056826
 01/01  10:00:00,-5.336576124300179
 01/01  11:00:00,-5.728453662378292
 01/01  12:00:00,-4.420666752913083
 01/01  13:00:00,-3.6592248274713395
 01/01  14:00:00,-4.033318765619102
 01/01  15:00:00,-3.4067488876931318
 01/01  16:00:00,-3.6873647155209044
 01/01  17:00:00,-3.3113169505112956
 01/01  18:00:00,-5.704177216327503
 01/01  19:00:00,-5.657009483738663
 01/01  20:00:00,-5.126371763976018
 01/01  21:00:00,-6.233371095855139
 01/01  22:00:00,-5.389281672147582
 01/01  23:00:00,-5.213138517323038
 01/01  24:00:00,-5.595903416924649
 01/02  01:00:00,-6.094269679441358
 01/02  02:00:00,-5.4864453388372665
 01/02  03:00:00,-6.238488264536409
 01/02  04:00:00,-5.458552182445335
 01/02  05:00:00,-6.252838822003808
 01/02  06:00:00,-7.9171057747566
 01/02  07:00:00,-11.140045332193633
 01/02  08:00:00,-11.519783680053404
 01/02  09:00:00,-10.011261970563487
 01/02  10:00:00,-7.192929157432817
 01/02  11:00:00,-6.132241552577631
 01/02  12:00:00,-4.523370152711891
 01/02  13:00:00,-4.500501785317541
 01/02  14:00:00,-4.326511334859075
 01/02  15:00:00,-2.907508653058284
 01/02  16:00:00,-3.70497945342073
 01/02  17:00:00,-3.7828102528133423
 01/02  18:00:00,-5.3405115208779215
 01/02  19:00:00,-7.019016877774771
 01/02  20:00:00,-6.226517842819957
 01/02  21:00:00,-7.454407575674517
 01/02  22:00:00,-5.956424828685336
 01/02  23:00:00,-7.427078631173612
 01/02  24:00:00,-6.5629046738300545
 01/03  01:00:00,-6.49901653407431
 01/03  02:00:00,-5.7842775120477885
 01/03  03:00:00,-6.929763335162508
 01/03  04:00:00,-6.2561949535680395
 01/03  05:00:00,-6.501325865323117
 01/03  06:00:00,-7.707150775714456
 01/03  07:00:00,-11.142164484382779
 01/03  08:00:00,-11.375614660035835
 01/03  09:00:00,-9.962243306943103
 01/03  10:00:00,-7.124002680379373
 01/03  11:00:00,-5.767135003307138
 01/03  12:00:00,-4.859286248010601
 01/03  13:00:00,-4.576333082639885
 01/03  14:00:00,-3.685227638023048
 01/03  15:00:00,-3.4745914847523265
 01/03  16:00:00,-3.2966504435247588
 01/03  17:00:00,-4.201315108918285
 01/03  18:00:00,-5.5750686124151185
 01/03  19:00:00,-7.26043850875097
 01/03  20:00:00,-6.960549911376065
 01/03  21:00:00,-7.560487086252033
 01/03  22:00:00,-7.095832985934888
 01/03  23:00:00,-8.052034996644318
 01/03  24:00:00,-6.923011188219986
 01/04  01:00:00,-6.555963202790835
 01/04  02:00:00,-5.673459741635741
 01/04  03:00:00,-6.4000578124622445
 01/04  04:00:00,-6.502106000970164
 01/04  05:00:00,-6.408872880377729
 01/04  06:00:00,-7.690788370659434
 01/04  07:00:00,-11.2197139478812
 01/04  08:00:00,-11.588144029668175
 01/04  09:00:00,-10.163613148951558
 01/04  10:00:00,-7.928676842774459
 01/04  11:00:00,-6.262261779328239
 01/04  12:00:00,-5.048210203875151
 01/04  13:00:00,-4.256967165446963
 01/04  14:00:00,-3.3365477722129966
 01/04  15:00:00,-3.352297807914708
 01/04  16:00:00,-3.302307616868533
 01/04  17:00:00,-4.141658055973575
 01/04  18:00:00,-5.616504547739621
 01/04  19:00:00,-7.312679101361526
 01/04  20:00:00,-7.152532471441487
 01/04  21:00:00,-6.791873829550644
 01/04  22:00:00,-6.19103176048117
 01/04  23:00:00,-6.479275125244085
 01/04  24:00:00,-5.205776547577046
 01/05  01:00:00,-4.686816739802812
 01/05  02:00:00,-4.353295001967383
 01/05  03:00:00,-4.24494562703639
 01/05  04:00:00,-4.64215611182539
 01/05  05:00:00,-4.2185890714938825
 01/05  06:00:00,-5.441659709650244
 01/05  07:00:00,-8.450931131766323
 01/05  08:00:00,-8.383684875934668
 01/05  09:00:00,-7.342306741237844
 01/05  10:00:00,-5.796137214063796
 01/05  11:00:00,-4.834212150464044
 01/05  12:00:00,-4.214691722976732
 01/05  13:00:00,-3.6119691388131425
 01/05  14:00:00,-2.7083637293076412
 01/05  15:00:00,-3.191674766324108
 01/05  16:00:00,-2.7799445594723196
 01/05  17:00:00,-3.742086458462538
 01/05  18:00:00,-4.889180719667968
 01/05  19:00:00,-5.870770621603718
 01/05  20:00:00,-5.679583094570969
 01/05  21:00:00,-6.138871110326857
 01/05  22:00:00,-6.499292646623107
 01/05  23:00:00,-7.204520489438816
 01/05  24:00:00,-6.32319073842365
 01/06  01:00:00,-5.7074488304032025
 01/06  02:00:00,-5.849309465124147
 01/06  03:00:00,-5.738038127256259
 01/06  04:00:00,-6.18365121084673
 01/06  05:00:00,-6.235381200537952
 01/06  06:00:00,-7.271974987123875
 01/06  07:00:00,-10.77515065579315
 01/06  08:00:00,-11.082995752139478
 01/06  09:00:00,-10.036129786743494
 01/06  10:00:00,-8.529966549638221
 01/06  11:00:00,-6.7541177072563565
 01/06  12:00:00,-5.262940275243343
 01/06  13:00:00,-3.9816401306363236
 01/06  14:00:00,-3.052672376694061
 01/06  15:00:00,-2.969518787251457
 01/06  16:00:00,-3.2811284841119797
 01/06  17:00:00,-3.9139343612133635
 01/06  18:00:00,-5.530164909304285
 01/06  19:00:00,-6.691844614408721
 01/06  20:00:00,-7.192846902775038
 01/06  21:00:00,-6.104160853225532
 01/06  22:00:00,-5.506654199475194
 01/06  23:00:00,-5.593791626779852
 01/06  24:00:00,-4.764623127482405
 01/07  01:00:00,-4.009474285341862
 01/07  02:00:00,-4.308862475593892
 01/07  03:00:00,-3.8957985475470247
 01/07  04:00:00,-4.071635240753088
 01/07  05:00:00,-4.100338862933982
 01/07  06:00:00,-5.070160798204812
 01/07  07:00:00,-8.188111435047103
 01/07  08:00:00,-7.898729401778762
 01/07  09:00:00,-7.731419286172424
 01/07  10:00:00,-6.426421370184704
 01/07  11:00:00,-5.5703878045696875
 01/07  12:00:00,-4.653367471087841
 01/07  13:00:00,-3.7425378486023835
 01/07  14:00:00,-3.1879258050487267
 01/07  15:00:00,-2.9045955909728756
 01/07  16:00:00,-3.1157792572194207
 01/07  17:00:00,-3.30118874272328
 01/07  18:00:00,-4.151920274369745
 01/07  19:00:00,-4.533231360040852
 01/07  20:00:00,-4.535154123720129
 01/07  21:00:00,-4.339856071005961
 01/07  22:00:00,-4.022082755691707
 01/07  23:00:00,-3.780675439377323
 01/07  24:00:00,-2.7797616073314577
 01/08  01:00:00,-1.8831441825463522
 01/08  02:00:00,-2.392351685999694
 01/08  03:00:00,-1.791634164654841
 01/08  04:00:00,-2.1329863833710614
 01/08  05:00:00,-2.4201328342889203
 01/08  06:00:00,-3.4358047107494314
 01/08  07:00:00,-6.729324912956355
 01/08  08:00:00,-6.75977090979476
 01/08  09:00:00,-6.54009753306133
 01/08  10:00:00,-5.740750323313455
 01/08  11:00:00,-5.155502684191088
 01/08  12:00:00,-4.424354051541323
 01/08  13:00:00,-3.976020847026726
 01/08  14:00:00,-3.7903810484483023
 01/08  15:00:00,-3.177189186430134
 01/08  16:00:00,-3.203535283446307
 01/08  17:00:00,-3.5305593417991434
 01/08  18:00:00,-4.052673925930922
 01/08  19:00:00,-4.900762525494619
 01/08  20:00:00,-4.637870569243251
 01/08  21:00:00,-4.27623170515699
 01/08  22:00:00,-3.637142969945411
 01/08  23:00:00,-3.5510944126528545
 01/08  24:00:00,-2.668710269152726
 01/09  01:00:00,-1.6588750160003694
 01/09  02:00:00,-1.8572301586636972
 01/09  03:00:00,-1.7192210185655745
 01/09  04:00:00,-1.9497957258315
 01/09  05:00:00,-2.295256359554863
 01/09  06:00:00,-2.928060416166913
 01/09  07:00:00,-5.8035240748361385
 01/09  08:00:00,-6.388855430615456
 01/09  09:00:00,-6.339630519293054
 01/09  10:00:00,-5.716358072475817
 01/09  11:00:00,-5.422370075716124
 01/09  12:00:00,-4.594395879556651
 01/09  13:00:00,-3.9428936321632655
 01/09  14:00:00,-3.743573887549865
 01/09  15:00:00,-3.8171531222875257
 01/09  16:00:00,-4.52055104242338
 01/09  17:00:00,-4.705290463530164
 01/09  18:00:00,-5.110699632339793
 01/09  19:00:00,-5.394356311674055
 01/09  20:00:00,-5.166201389219443
 01/09  21:00:00,-4.894704301961603
 01/09  22:00:00,-5.011861247983075
 01/09  23:00:00,-5.057256820463233
 01/09  24:00:00,-4.440248597123775
 01/10  01:00:00,-3.9798534468815823
 01/10  02:00:00,-4.179050927350778
 01/10  03:00:00,-3.705181543302013
 01/10  04:00:00,-3.9134900027266273
 01/10  05:00:00,-4.592828599385032
 01/10  06:00:00,-5.580959785548922
 01/10  07:00:00,-9.040419149064961
 01/10  08:00:00,-9.86999000152591
 01/10  09:00:00,-9.542219523007198
 01/10  10:00:00,-7.745872991802789
 01/10  11:00:00,-6.835194846293225
 01/10  12:00:00,-5.2078472720610876
 01/10  13:00:00,-3.89265778270354
 01/10  14:00:00,-3.8458250120093838
 01/10  15:00:00,-3.9305209980831344
 01/10  16:00:00,-4.709633062189718
 01/10  17:00:00,-5.153885186963563
 01/10  18:00:00,-6.368932919283425
 01/10  19:00:00,-6.771209076719892
 01/10  20:00:00,-6.895174810130176
 01/10  21:00:00,-6.647465280609189
 01/10  22:00:00,-7.009806074737328
 01/10  23:00:00,-7.342132640978519
 01/10  24:00:00,-6.6931382427401145
 01/11  01:00:00,-6.142793801944378
 01/11  02:00:00,-6.107379065078934
 01/11  03:00:00,-6.291567029975226
 01/11  04:00:00,-6.3749031351442955
 01/11  05:00:00,-7.049682497491047
 01/11  06:00:00,-7.994970950779188
 01/11  07:00:00,-10.758259027809574
 01/11  08:00:00,-11.356853193485088
 01/11  09:00:00,-10.136798520788208
 01/11  10:00:00,-7.977814186078342
 01/11  11:00:00,-6.617159253540507
 01/11  12:00:00,-4.880184693203672
 01/11  13:00:00,-3.6396963915105145
 01/11  14:00:00,-3.483495531853543
 01/11  15:00:00,-3.009657560813655
 01/11  16:00:00,-3.4314792449770617
 01/11  17:00:00,-3.6978456397266055
 01/11  18:00:00,-5.547281714468714
 01/11  19:00:00,-6.695119881741699
 01/11  20:00:00,-7.061582818799183
 01/11  21:00:00,-7.015472555631165
 01/11  22:00:00,-6.766813351957016
 01/11  23:00:00,-7.067728413593018
